record_id,source_kind,source_group,source_category,scenario_id,case_id,classification,is_legal_normal_reference,legal_normal_reason,source_path,raw_mdb_path,transient_report_path,mdb_read_status,mdb_table_names,operating_condition,start_power_pct,end_power_pct,ramp_rate_pct_per_min,transition_direction,accident_code,accident_name,injection_time_s,report_event_line,rows,column_count,non_time_variable_count,reference_97_variables_available,schema_97_columns,schema_extra_columns,schema_missing_columns,missing_cells,time_numeric,time_strictly_increasing,time_start_s,time_end_s,sampling_median_s,sampling_min_s,sampling_max_s,nonuniform_sampling_intervals,pwr_start_pct,pwr_end_pct,pwr_min_pct,pwr_max_pct,loca_initial_condition_match,pre_injection_rows,pre_injection_time_start_s,pre_injection_time_end_s,pre_injection_window_s,pre_injection_sampling_median_s,has_valid_pre_injection_sample,pre_window_usable_for_normal,independent_trajectory,independence_note,train_use,calibration_use,test_use,audit_note
accident_FLB_17,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_17,17,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/17.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/17.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/17Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 17.0 %",236,97,96,True,True,,,,True,True,0.0,2350.0,10.0,10.0,10.0,0,100.0,1.5342267751693726,1.5342267751693726,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_18,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_18,18,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/18.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/18.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/18Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 18.0 %",235,97,96,True,True,,,,True,True,0.0,2340.0,10.0,10.0,10.0,0,100.0,1.5316565036773682,1.5316565036773682,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_19,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_19,19,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/19.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/19.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/19Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 19.0 %",232,97,96,True,True,,,,True,True,0.0,2310.0,10.0,10.0,10.0,0,100.0,1.5345100164413452,1.5345100164413452,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_2,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_2,2,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/2.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/2.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/2Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 02.0 %",551,97,96,True,True,,,,True,True,0.0,5500.0,10.0,10.0,10.0,0,100.0,1.458890438079834,-1.756805181503296,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_20,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_20,20,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/20.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/20.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/20Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 20.0 %",230,97,96,True,True,,,,True,True,0.0,2290.0,10.0,10.0,10.0,0,100.0,1.5363225936889648,1.5363225936889648,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_21,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_21,21,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/21.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/21.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/21Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 21.0 %",230,97,96,True,True,,,,True,True,0.0,2290.0,10.0,10.0,10.0,0,100.0,1.532633662223816,1.532633662223816,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_22,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_22,22,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/22.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/22.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/22Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 22.0 %",229,97,96,True,True,,,,True,True,0.0,2280.0,10.0,10.0,10.0,0,100.0,1.5318547487258911,1.5318547487258911,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_23,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_23,23,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/23.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/23.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/23Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 23.0 %",228,97,96,True,True,,,,True,True,0.0,2270.0,10.0,10.0,10.0,0,100.0,1.5314582586288452,1.5314582586288452,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_24,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_24,24,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/24.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/24.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/24Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 24.0 %",227,97,96,True,True,,,,True,True,0.0,2260.0,10.0,10.0,10.0,0,100.0,1.5313591957092283,1.5313591957092283,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_25,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_25,25,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/25.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/25.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/25Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 25.0 %",226,97,96,True,True,,,,True,True,0.0,2250.0,10.0,10.0,10.0,0,100.0,1.5314300060272217,1.5314300060272217,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_26,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_26,26,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/26.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/26.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/26Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 26.0 %",223,97,96,True,True,,,,True,True,0.0,2220.0,10.0,10.0,10.0,0,100.0,1.5370306968688965,1.5370306968688965,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_27,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_27,27,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/27.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/27.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/27Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 27.0 %",219,97,96,True,True,,,,True,True,0.0,2180.0,10.0,10.0,10.0,0,100.0,1.544082760810852,1.544082760810852,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_28,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_28,28,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/28.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/28.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/28Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 28.0 %",218,97,96,True,True,,,,True,True,0.0,2170.0,10.0,10.0,10.0,0,100.0,1.5447837114334106,1.5447837114334106,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_29,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_29,29,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/29.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/29.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/29Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 29.0 %",217,97,96,True,True,,,,True,True,0.0,2160.0,10.0,10.0,10.0,0,100.0,1.5452651977539062,1.5452651977539062,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_3,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_3,3,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/3.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/3.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/3Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 03.0 %",549,97,96,True,True,,,,True,True,0.0,5480.0,10.0,10.0,10.0,0,100.0,1.0664548873901367,-1.8031893968582156,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_30,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_30,30,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/30.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/30.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/30Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 30.0 %",216,97,96,True,True,,,,True,True,0.0,2150.0,10.0,10.0,10.0,0,100.0,1.5465680360794067,1.5465680360794067,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_31,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_31,31,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/31.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/31.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/31Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 31.0 %",215,97,96,True,True,,,,True,True,0.0,2140.0,10.0,10.0,10.0,0,100.0,1.5472193956375122,1.5472193956375122,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_32,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_32,32,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/32.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/32.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/32Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 32.0 %",214,97,96,True,True,,,,True,True,0.0,2130.0,10.0,10.0,10.0,0,100.0,1.5520695447921753,1.5503489971160889,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
accident_FLB_33,accident_pre_injection_audit,accident_pre_injection,FLB,FLB_33,33,C,False,Accident trajectory; its pre-injection samples are not an independent Normal run and cannot be relabeled as Normal.,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/33.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/33.mdb,data/NuclearPowerPlantAccidentData/NPPAD/FLB/33Transient Report.txt,not_attempted_accident_scope,,Original NPPAD accident trajectory,,,,,FLB,FLB,0.5,"000000.5 sec, Malfunction # 13 Fraction = 33.0 %",213,97,96,True,True,,,,True,True,0.0,2120.0,10.0,10.0,10.0,0,100.0,1.5488975048065186,1.5488975048065186,100.33602905273438,True,1.0,0.0,0.0,0.0,,True,False,False,Pre-injection segment belongs to an accident case and shares the common initialized state.,no,no,"accident test only, not Normal calibration",First malfunction is at 0.5 s; 10 s sampling leaves only t=0 before injection and a 0 s usable window.
